,subject,glm_task_localizer,glm_task_response,localizer_contrast,glm_response_contrast,hemisphere,mask,model,enc_feature_name,glm_weight,encoding_response,ISC,num_voxels,proportion_voxels,threshold,averaged_localizer_runs,averaged_response_runs
76,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,L,pSTS,SimCLR_SLIP_SLIPtext_GPT2_word2vec,NA,1.935021737686106,0.32694885984088506,0.07595742042581244,91.0,0.3033333333333333,4.858594898194185,"12,23,13","3,1,2"
77,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,L,aSTS,SimCLR_SLIP_SLIPtext_GPT2_word2vec,NA,0.44372329487669554,0.29618275762241114,0.20004769553167698,14.333333333333334,0.11466666666666665,4.964379953151082,"12,23,13","3,1,2"
78,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,R,pSTS,SimCLR_SLIP_SLIPtext_GPT2_word2vec,NA,1.747921934868586,0.2890572343500584,0.07361085697155628,209.0,0.6966666666666667,4.858594898194185,"12,23,13","3,1,2"
79,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,R,aSTS,SimCLR_SLIP_SLIPtext_GPT2_word2vec,NA,1.0938137379845478,0.2932844226018514,0.06883366068682555,110.66666666666667,0.8853333333333334,4.964379953151082,"12,23,13","3,1,2"
80,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,L,pSTS,SimCLR,NA,0.7163397411513293,0.25884910519478305,0.07595742042581244,91.0,0.3033333333333333,4.858594898194185,"12,23,13","3,1,2"
81,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,L,aSTS,SimCLR,NA,-0.41154377988017554,0.17964830799585482,0.20004769553167698,14.333333333333334,0.11466666666666665,4.964379953151082,"12,23,13","3,1,2"
82,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,R,pSTS,SimCLR,NA,0.7864265954527889,0.23662662565136885,0.07361085697155628,209.0,0.6966666666666667,4.858594898194185,"12,23,13","3,1,2"
83,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,R,aSTS,SimCLR,NA,0.007445078741923776,0.23927350350891033,0.06883366068682555,110.66666666666667,0.8853333333333334,4.964379953151082,"12,23,13","3,1,2"
84,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,L,pSTS,SimCLR_SLIP,NA,0.7163397411513293,0.27312355305706415,0.07595742042581244,91.0,0.3033333333333333,4.858594898194185,"12,23,13","3,1,2"
85,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,L,aSTS,SimCLR_SLIP,NA,-0.41154377988017554,0.18403317272249195,0.20004769553167698,14.333333333333334,0.11466666666666665,4.964379953151082,"12,23,13","3,1,2"
86,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,R,pSTS,SimCLR_SLIP,NA,0.7864265954527889,0.2520006360541088,0.07361085697155628,209.0,0.6966666666666667,4.858594898194185,"12,23,13","3,1,2"
87,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,R,aSTS,SimCLR_SLIP,NA,0.007445078741923776,0.25188010571092545,0.06883366068682555,110.66666666666667,0.8853333333333334,4.964379953151082,"12,23,13","3,1,2"
88,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,L,pSTS,SimCLR_SLIP_SLIPtext,NA,0.7163397411513293,0.312979603532755,0.07595742042581244,91.0,0.3033333333333333,4.858594898194185,"12,23,13","3,1,2"
89,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,L,aSTS,SimCLR_SLIP_SLIPtext,NA,-0.41154377988017554,0.27372335612407733,0.20004769553167698,14.333333333333334,0.11466666666666665,4.964379953151082,"12,23,13","3,1,2"
90,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,R,pSTS,SimCLR_SLIP_SLIPtext,NA,0.7864265954527889,0.27197363394876023,0.07361085697155628,209.0,0.6966666666666667,4.858594898194185,"12,23,13","3,1,2"
91,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,R,aSTS,SimCLR_SLIP_SLIPtext,NA,0.007445078741923776,0.2882735116065754,0.06883366068682555,110.66666666666667,0.8853333333333334,4.964379953151082,"12,23,13","3,1,2"
92,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,L,pSTS,SimCLR_SLIP_SLIPtext_GPT2_word2vec,NA,0.7163397411513293,0.32694885984088506,0.07595742042581244,91.0,0.3033333333333333,4.858594898194185,"12,23,13","3,1,2"
